cell_type	target	binding	perb_score
Sncg_Late_APOE4_Pos	APOE	antagonist	4.85928621956122e-11
Vip_Early_APOE4_Neg	APOE	antagonist	1.83019884466788e-10
VLMC___Perivascular_Late_APOE4_Pos	APOE	antagonist	3.75703625505134e-10
Sst_Late_APOE4_Neg	APOE	antagonist	1.62166949972577e-10
L5_ET_Late_APOE4_Neg	ADRA2A	antagonist	4.38597726060790e-11
Endothelial_Late_APOE4_Neg	ADRA2A	antagonist	8.18818882225982e-17
Chandelier_Early_APOE4_Neg	ADRA2A	antagonist	4.71237825896173e-13
L4_IT_Early_APOE4_Neg	ADRA2A	antagonist	3.03758113970616e-11
L5_IT_Early_APOE4_Neg	ADRA2A	antagonist	1.83417262001038e-10
L5_6_NP_Late_APOE4_Neg	ADRA2A	antagonist	1.38777878078145e-17
L2_3_IT_Early_APOE4_Neg	ADRA2A	antagonist	7.69398435525716e-11
Immune_Late_APOE4_Pos	ADRA2A	antagonist	4.22076438404016e-17
Astrocyte_Late_APOE4_Neg	ADRA2A	antagonist	4.44673663575983e-11
L5_ET_Late_APOE4_Pos	ADRA2A	antagonist	6.69112414783925e-12
L5_6_NP_Late_APOE4_Pos	ADRA2A	antagonist	3.67465475319327e-11
Endothelial_Late_APOE4_Pos	ADRA2A	antagonist	4.61016619718448e-11
L4_IT_Late_APOE4_Pos	ADRA2A	antagonist	1.27068972876724e-11
Chandelier_Late_APOE4_Neg	ADRA2A	antagonist	8.53348246387527e-12
Astrocyte_Early_APOE4_Neg	ADRA2A	antagonist	5.75406739775251e-11
Immune_Early_APOE4_Neg	ADRA2A	antagonist	2.79715755706988e-17
L5_IT_Late_APOE4_Neg	ADRA2A	antagonist	2.40107021946645e-10
L2_3_IT_Late_APOE4_Neg	ADRA2A	antagonist	5.91939221915423e-12
Immune_Late_APOE4_Neg	ADRA2A	antagonist	1.38777878078145e-17
L4_IT_Late_APOE4_Neg	ADRA2A	antagonist	2.78852195023398e-11
L5_6_NP_Early_APOE4_Neg	ADRA2A	antagonist	9.49003208290154e-12
