cell_type	target	binding	perb_score
Early_Braak_Sncg	ALB	agonist	1.07866085314904e-14
Early_Braak_OPC	ALB	agonist	6.42477494475829e-11
Early_Braak_L5_ET	ALB	agonist	2.05566034725631e-11
Early_Braak_L6_IT_Car3	ALB	agonist	3.49083678041522e-11
Early_Braak_L2_3_IT	ALB	agonist	3.95374402390935e-10
Early_Braak_L6b	ALB	agonist	7.87142713626195e-11
Early_Braak_Micro-PVM	ALB	agonist	1.59933602078778e-17
Early_Braak_Pax6	ALB	agonist	1.26438614240995e-17
Early_Braak_L5_6_NP	ALB	agonist	1.08080221160601e-10
Early_Braak_Lamp5	ALB	agonist	1.0444418402013e-17
Early_Braak_Sst_Chodl	ALB	agonist	6.44088950402388e-10
Early_Braak_Oligo	ALB	agonist	9.18953285880589e-18
Early_Braak_Vip	ALB	agonist	2.07267856015433e-10
Early_Braak_Pvalb	ALB	agonist	7.80625564189563e-18
Early_Braak_Lamp5_Lhx6	ALB	agonist	2.30021847500772e-11
Early_Braak_L5_IT	ALB	agonist	2.39617275476562e-10
Late_Braak_L2_3_IT	ALB	agonist	7.70474547401397e-11
Late_Braak_Chandelier	ALB	agonist	2.45387843463156e-11
Late_Braak_L5_6_NP	ALB	agonist	7.61550285353233e-12
Late_Braak_L6_IT	ALB	agonist	3.92752132027816e-11
Late_Braak_Astro	ALB	agonist	9.85993155798011e-11
Late_Braak_L6_CT	ALB	agonist	6.60180364990064e-11
Late_Braak_Endo	ALB	agonist	3.30992558068361e-18
Late_Braak_L5_IT	ALB	agonist	2.7208790274777e-12
Late_Braak_L5_ET	ALB	agonist	1.12443840371292e-17
Late_Braak_OPC	ALB	agonist	1.036693852158e-11
Late_Braak_L4_IT	ALB	agonist	5.39359996692557e-11
Late_Braak_L6b	ALB	agonist	2.88570155394625e-11
Late_Braak_Pax6	ALB	agonist	7.31082732241763e-11
Late_Braak_Lamp5_Lhx6	ALB	agonist	2.3016249431816e-12
Late_Braak_L6_IT_Car3	ALB	agonist	7.39749449943918e-11
Late_Braak_Micro-PVM	ALB	agonist	1.50313237111132e-12
Late_Braak_Lamp5	ALB	agonist	5.97937842190769e-11
Late_Braak_Sst_Chodl	ALB	agonist	1.87910121805293e-10
Late_Braak_Sncg	ALB	agonist	9.17964820404439e-12
Late_Braak_Vip	ALB	agonist	1.9968936117971e-11
Late_Braak_Pvalb	ALB	agonist	4.99979044982442e-11
Late_Braak_Oligo	ALB	agonist	9.57102883212539e-11
Late_Braak_Sst	ALB	agonist	5.22867389809672e-12
Late_Braak_VLMC	ALB	agonist	1.12684841091312e-11
Early_Braak_L6_CT	ABL1	agonist	8.19836826105341e-10
Early_Braak_L4_IT	ABL1	agonist	4.92762733736687e-10
Early_Braak_Astro	ABL1	agonist	1.60615469426379e-09
Early_Braak_Endo	ABL1	agonist	2.47389511655428e-10
Early_Braak_Chandelier	ABL1	agonist	3.34205959785115e-10
Early_Braak_L6_IT	ABL1	agonist	8.67188438008719e-10
Early_Braak_Sst	ABL1	agonist	1.05065870455946e-09
Early_Braak_VLMC	ABL1	agonist	2.18354789641837e-09
Early_Braak_Sncg	ABL1	agonist	1.64421284212644e-09
Early_Braak_OPC	ABL1	agonist	1.08422678258676e-09
Early_Braak_L5_ET	ABL1	agonist	2.06839400558744e-09
Early_Braak_L6_IT_Car3	ABL1	agonist	1.64788992733384e-09
Early_Braak_L2_3_IT	ABL1	agonist	8.28079315304425e-10
Early_Braak_L6b	ABL1	agonist	1.32999561831347e-09
Early_Braak_Micro-PVM	ABL1	agonist	2.96176606648032e-09
Early_Braak_Pax6	ABL1	agonist	7.71152335669917e-10
Early_Braak_L5_6_NP	ABL1	agonist	1.59382878879443e-10
Early_Braak_Lamp5	ABL1	agonist	1.72216328726457e-09
Early_Braak_Sst_Chodl	ABL1	agonist	1.89964116357838e-09
Early_Braak_Oligo	ABL1	agonist	3.08971142801517e-09
Early_Braak_Vip	ABL1	agonist	1.93525797760676e-09
Early_Braak_Pvalb	ABL1	agonist	5.43735255655772e-10
Early_Braak_Lamp5_Lhx6	ABL1	agonist	3.90259584655329e-10
Early_Braak_L5_IT	ABL1	agonist	1.1479368854482e-09
Late_Braak_L2_3_IT	ABL1	agonist	6.0751483589242e-10
Late_Braak_Chandelier	ABL1	agonist	8.79751507640984e-10
Late_Braak_L5_6_NP	ABL1	agonist	6.29869582660532e-10
Late_Braak_L6_IT	ABL1	agonist	2.00315486269482e-10
Late_Braak_Astro	ABL1	agonist	6.97921153768158e-10
Late_Braak_L6_CT	ABL1	agonist	2.01056372814768e-10
Late_Braak_Endo	ABL1	agonist	4.10751930044282e-10
Late_Braak_L5_IT	ABL1	agonist	1.33552677894162e-09
Late_Braak_L5_ET	ABL1	agonist	1.3467927699751e-09
Late_Braak_OPC	ABL1	agonist	1.10807939317479e-09
Late_Braak_L4_IT	ABL1	agonist	9.88029774172428e-10
Late_Braak_L6b	ABL1	agonist	3.47925453776543e-10
Late_Braak_Pax6	ABL1	agonist	1.57012517137366e-09
Late_Braak_Lamp5_Lhx6	ABL1	agonist	6.3134509332045e-10
Late_Braak_L6_IT_Car3	ABL1	agonist	1.60260685576232e-10
Late_Braak_Micro-PVM	ABL1	agonist	1.12232093504613e-09
Late_Braak_Lamp5	ABL1	agonist	4.4500942816869e-10
Late_Braak_Sst_Chodl	ABL1	agonist	1.87562408681253e-09
Late_Braak_Sncg	ABL1	agonist	8.4422960380858e-10
Late_Braak_Vip	ABL1	agonist	1.48174127883509e-09
Late_Braak_Pvalb	ABL1	agonist	5.19202897895915e-10
Late_Braak_Oligo	ABL1	agonist	9.50764097634107e-10
Late_Braak_Sst	ABL1	agonist	1.67252455568793e-09
Late_Braak_VLMC	ABL1	agonist	2.73196668351983e-10
Early_Braak_L6_CT	BIN1	agonist	2.20970169603311e-10
Early_Braak_L4_IT	BIN1	agonist	1.84011628670056e-09
Early_Braak_Astro	BIN1	agonist	6.8000740419215e-10
Early_Braak_Endo	BIN1	agonist	1.34970313695895e-09
Early_Braak_Chandelier	BIN1	agonist	1.60773046958896e-09
Early_Braak_L6_IT	BIN1	agonist	4.39000900952792e-10
Early_Braak_Sst	BIN1	agonist	1.76526818907054e-09
Early_Braak_VLMC	BIN1	agonist	1.50274630860144e-09
Early_Braak_Sncg	BIN1	agonist	4.16627132352918e-10
Early_Braak_OPC	BIN1	agonist	4.8205638345103e-10
Early_Braak_L5_ET	BIN1	agonist	1.0066865978185e-09
Early_Braak_L6_IT_Car3	BIN1	agonist	3.52847876650747e-10
Early_Braak_L2_3_IT	BIN1	agonist	1.63229135568974e-09
Early_Braak_L6b	BIN1	agonist	2.11510814096719e-09
Early_Braak_Micro-PVM	BIN1	agonist	4.73473813307198e-10
Early_Braak_Pax6	BIN1	agonist	2.53401840334768e-10
Early_Braak_L5_6_NP	BIN1	agonist	5.87322027431282e-11
Early_Braak_Lamp5	BIN1	agonist	1.10856864180715e-10
Early_Braak_Sst_Chodl	BIN1	agonist	1.65729297739213e-09
Early_Braak_Oligo	BIN1	agonist	3.83380815979869e-09
Early_Braak_Vip	BIN1	agonist	2.91968863645902e-10
Early_Braak_Pvalb	BIN1	agonist	9.12622990521121e-10
Early_Braak_Lamp5_Lhx6	BIN1	agonist	7.82026809455114e-10
Early_Braak_L5_IT	BIN1	agonist	1.28037198376883e-09
Late_Braak_L2_3_IT	BIN1	agonist	1.26924843675319e-10
Late_Braak_Chandelier	BIN1	agonist	9.93249463064869e-10
Late_Braak_L5_6_NP	BIN1	agonist	6.4599718213126e-10
Late_Braak_L6_IT	BIN1	agonist	6.55600490230395e-10
Late_Braak_Astro	BIN1	agonist	5.93536798698523e-11
Late_Braak_L6_CT	BIN1	agonist	1.14557430661878e-10
Late_Braak_Endo	BIN1	agonist	4.44226920331717e-10
Late_Braak_L5_IT	BIN1	agonist	6.86494273981333e-10
Late_Braak_L5_ET	BIN1	agonist	1.57072619240818e-10
